	experiment	sample_type	media	subculture_time	preculture_time	c18positive	c18negative	hilicpositive	culture_source	taxonomy	grouped_taxonomy	kingdom	phylum	class	order	family	genus	species	strain	morphology
411	20180618.0	supernatant	mm	12.0	24.0	s00888	s00714	s01051	c0026	Clostridiales sp. 3_1_39B/D5 BEI HM-84	Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridiales		3_1_39B/D5	
412	20181030.0	supernatant	mm	17.0	30.0	s03087	s03188	s02986	c0262	Varibaculum cambriense AB12_3 BEI HM-1190	Varibaculum cambriense	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	cambriense	AB12_3	
413	20180512.0	supernatant	mm	12.0	24.0	s00005	s00126	s00213	c0002	Acidaminococcus intestini D21 BEI HM-81	Acidaminococcus intestini	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini	D21	
414	20180512.0	supernatant	mm	12.0	24.0	s00006	s00127	s00214	c0002	Acidaminococcus intestini D21 BEI HM-81	Acidaminococcus intestini	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini	D21	
415	20180512.0	supernatant	mm	12.0	24.0	s00007	s00128	s00215	c0002	Acidaminococcus intestini D21 BEI HM-81	Acidaminococcus intestini	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini	D21	
416	20180512.0	supernatant	mm	12.0	24.0	s00008	s00129	s00216	c0002	Acidaminococcus intestini D21 BEI HM-81	Acidaminococcus intestini	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini	D21	
417	20180512.0	supernatant	mm	12.0	24.0	s00009	s00130	s00217	c0002	Acidaminococcus intestini D21 BEI HM-81	Acidaminococcus intestini	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini	D21	
419	20190228.0	supernatant	mm	17.25		s03821	s03661	s03516	c0328	Eubacterium eligens DSMZ 3376	Eubacterium eligens	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligens		
420	20190228.0	supernatant	mm	17.25		s03822	s03662	s03517	c0328	Eubacterium eligens DSMZ 3376	Eubacterium eligens	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligens		
421	20190228.0	supernatant	mm	17.25		s03823	s03663	s03518	c0328	Eubacterium eligens DSMZ 3376	Eubacterium eligens	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligens		
422	20181030.0	supernatant	mm	17.0	30.0	s03088	s03189	s02987	c0262	Varibaculum cambriense AB12_3 BEI HM-1190	Varibaculum cambriense	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	cambriense	AB12_3	
424	20190228.0	supernatant	rcmwoa	17.25		s03890	s03730	s03585	c0299	Clostridioides difficile M68	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	M68	
425	20190228.0	supernatant	rcmwoa	17.25		s03891	s03731	s03586	c0299	Clostridioides difficile M68	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	M68	
426	20190228.0	supernatant	rcmwoa	17.25		s03892	s03732	s03587	c0299	Clostridioides difficile M68	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	M68	
431	20180618.0	supernatant	mm	12.0	24.0	s00975	s00808	s01136	c0092	Enterococcus faecium TX1330 BEI HM-204	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	TX1330	
432	20180618.0	supernatant	mm	12.0	24.0	s00976	s00809	s01137	c0092	Enterococcus faecium TX1330 BEI HM-204	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	TX1330	
433	20180618.0	supernatant	mm	12.0	24.0	s00977	s00810	s01138	c0092	Enterococcus faecium TX1330 BEI HM-204	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	TX1330	
434	20180728.0	supernatant	mm	21.0	40.0	s02684	s02488	s02289	c0247	Bifidobacterium gallicum DSMZ 20093	Bifidobacterium gallicum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	gallicum		
435	20180728.0	supernatant	mm			s02685	s02489	s02290	c0247	Bifidobacterium gallicum DSMZ 20093	Bifidobacterium gallicum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	gallicum		
436	20180728.0	supernatant	mm			s02686	s02490	s02291	c0247	Bifidobacterium gallicum DSMZ 20093	Bifidobacterium gallicum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	gallicum		
437	20181030.0	supernatant	mm	12.0	30.0	s03017	s03118	s02916	c0024	Catenibacterium mitsuokai DSMZ 15897	Catenibacterium mitsuokai	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	mitsuokai		
441	20181030.0	supernatant	mm	12.0	30.0	s03022	s03123	s02921	c0016	Blautia hansenii DSMZ 20583	Blautia hansenii	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hansenii		
444	20180618.0	supernatant	mm	12.0	24.0	s00928	s00756	s01091	c0049	Hungatella hathewayi DSM 13479	Hungatella hathewayi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Hungatella	hathewayi		
445	20180618.0	supernatant	mm	12.0	24.0	s00929	s00757	s01092	c0049	Hungatella hathewayi DSM 13479	Hungatella hathewayi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Hungatella	hathewayi		
446	20180618.0	supernatant	mm	12.0	24.0	s00930	s00758	s01093	c0049	Hungatella hathewayi DSM 13479	Hungatella hathewayi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Hungatella	hathewayi		
447	20180720.0	supernatant	mm	31.25	33.75	s02867	s02202	s02125	c0101	Eubacterium siraeum DSMZ 15702	Eubacterium siraeum	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	siraeum		
448	20180716.0	supernatant	mm	16.0	29.0	s01817	s01939	s02047	c0250	Bifidobacterium longum NCC 2705	Bifidobacterium longum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum		
449	20180716.0	supernatant	mm	16.0	29.0	s01818	s01940	s02048	c0250	Bifidobacterium longum NCC 2705	Bifidobacterium longum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum		
450	20180716.0	supernatant	mm	16.0	29.0	s01819	s01941	s02049	c0250	Bifidobacterium longum NCC 2705	Bifidobacterium longum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum		
454	20180629.0	supernatant	mm	24.0	25.0	s01616	s01434	s01246	c0182	Bacteroides fragilis NCTC 9343	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis		
455	20180629.0	supernatant	mm	24.0	25.0	s01617	s01435	s01247	c0182	Bacteroides fragilis NCTC 9343	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis		
456	20180629.0	supernatant	mm	24.0	25.0	s01618	s01436	s01248	c0182	Bacteroides fragilis NCTC 9343	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis		
457	20180512.0	supernatant	mm	12.0	24.0	s00020	s00140	s00228	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
458	20180512.0	supernatant	mm	12.0	24.0	s00021	s00141	s00229	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
459	20180512.0	supernatant	mm	12.0	24.0	s00022	s00142	s00230	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
460	20180512.0	supernatant	mm	12.0	24.0	s00023	s00143	s00231	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
461	20180512.0	supernatant	mm	12.0	24.0	s00024	s00144	s00232	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
462	20180629.0	supernatant	mm	24.0	25.0	s01610	s01428	s01240	c0180	Bacteroides fragilis CL05T00C42 BEI HM-711	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL05T00C42	
463	20180629.0	supernatant	mm	24.0	25.0	s01611	s01429	s01241	c0180	Bacteroides fragilis CL05T00C42 BEI HM-711	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL05T00C42	
464	20180629.0	supernatant	mm	24.0	25.0	s01612	s01430	s01242	c0180	Bacteroides fragilis CL05T00C42 BEI HM-711	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL05T00C42	
465	20180629.0	supernatant	mm	24.0	25.0	s01619	s01437	s01249	c0183	Bacteroides intestinalis DSMZ 17393	Bacteroides intestinalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis		
466	20180629.0	supernatant	mm	24.0	25.0	s01620	s01438	s01250	c0183	Bacteroides intestinalis DSMZ 17393	Bacteroides intestinalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis		
467	20180629.0	supernatant	mm	24.0	25.0	s01621	s01439	s01251	c0183	Bacteroides intestinalis DSMZ 17393	Bacteroides intestinalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis		
468	20180618.0	supernatant	mm	12.0	24.0	s00907	s00735	s01070	c0040	Clostridium bolteae ATCC BAA-613	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae		
469	20180618.0	supernatant	mm	12.0	24.0	s00908	s00736	s01071	c0040	Clostridium bolteae ATCC BAA-613	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae		
470	20180618.0	supernatant	mm	12.0	24.0	s00909	s00737	s01072	c0040	Clostridium bolteae ATCC BAA-613	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae		
474	20180728.0	supernatant	mm	21.0	40.0	s02659	s02463	s02265	c0245	Bifidobacterium catenulatum DSMZ 16992	Bifidobacterium catenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	catenulatum		
475	20180728.0	supernatant	mm			s02660	s02464	s02266	c0245	Bifidobacterium catenulatum DSMZ 16992	Bifidobacterium catenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	catenulatum		
476	20180728.0	supernatant	mm			s02661	s02465	s02267	c0245	Bifidobacterium catenulatum DSMZ 16992	Bifidobacterium catenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	catenulatum		
481	20180629.0	supernatant	mm	24.0	25.0	s01562	s01380	s01192	c0158	Bacteroides caccae CL03T12C61 BEI HM-728	Bacteroides caccae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	CL03T12C61	
482	20180629.0	supernatant	mm	24.0	25.0	s01563	s01381	s01193	c0158	Bacteroides caccae CL03T12C61 BEI HM-728	Bacteroides caccae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	CL03T12C61	
483	20180629.0	supernatant	mm	24.0	25.0	s01564	s01382	s01194	c0158	Bacteroides caccae CL03T12C61 BEI HM-728	Bacteroides caccae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	CL03T12C61	
487	20180720.0	supernatant	mm	31.25	33.75	s02884	s02219	s02142	c0217	Bacteroides sp. 3_1_19 BEI HM-19	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		3_1_19	
491	20180716.0	supernatant	mm	16.0	29.0	s01784	s01904	s02014	c0248	Bifidobacterium infantis ATCC 15697	Bifidobacterium infantis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	infantis		
492	20180716.0	supernatant	mm	16.0	29.0	s01785	s01905	s02015	c0248	Bifidobacterium infantis ATCC 15697	Bifidobacterium infantis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	infantis		
493	20180716.0	supernatant	mm	16.0	29.0	s01786	s01906	s02016	c0248	Bifidobacterium infantis ATCC 15697	Bifidobacterium infantis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	infantis		
494	20190228.0	supernatant	rcmsg	17.25		s03893	s03733	s03588	c0357	Clostridium sp. KLE 1755 BEI HM-1033	Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium		KLE 1755	
495	20190228.0	supernatant	rcmsg	17.25		s03894	s03734	s03589	c0357	Clostridium sp. KLE 1755 BEI HM-1033	Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium		KLE 1755	
496	20190228.0	supernatant	rcmsg	17.25		s03895		s03590	c0357	Clostridium sp. KLE 1755 BEI HM-1033	Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium		KLE 1755	
498	20180618.0	supernatant	mm	12.0	24.0	s01005	s00838	s01166	c0118	Lactobacillus plantarum ATCC BAA-793	Lactobacillus plantarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	plantarum		
499	20180618.0	supernatant	mm	12.0	24.0	s01006	s00839	s01167	c0118	Lactobacillus plantarum ATCC BAA-793	Lactobacillus plantarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	plantarum		
500	20180618.0	supernatant	mm	12.0	24.0	s01007	s00840	s01168	c0118	Lactobacillus plantarum ATCC BAA-793	Lactobacillus plantarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	plantarum		
505	20180720.0	media_blank	rcml	31.25	33.75	s02895	s02229	s02152												
510	20180618.0	supernatant	mm	12.0	24.0	s01021	s00853	s01180.1	c0123	Lactococcus lactis DSMZ 20729	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis		
511	20180618.0	supernatant	mm	12.0	24.0	s01022	s00854		c0123	Lactococcus lactis DSMZ 20729	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis		
512	20180618.0	supernatant	mm	12.0	24.0	s01023	s00855	s01180.3	c0123	Lactococcus lactis DSMZ 20729	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis		
513	20181030.0	supernatant	pyg	12.0	30.0	s03071	s03172	s02970	c0274	Edwardsiella tarda ATCC 23685	Edwardsiella tarda	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Hafniaceae	Edwardsiella	tarda		
514	20180728.0	supernatant	pyg	46.5	40.0	s02763	s02567	s02370	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
515	20180728.0	supernatant	pyg			s02764	s02568	s02371	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
516	20180728.0	supernatant	pyg			s02765	s02569	s02372	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
517	20180512.0	supernatant	mm	12.0	24.0	s00437	s00313		c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
518	20180512.0	supernatant	mm	12.0	24.0	s00438	s00314	s00561	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
519	20180512.0	supernatant	mm	12.0	24.0	s00439	s00315	s00562	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
520	20180512.0	supernatant	mm	12.0	24.0	s00440	s00316	s00563	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
521	20180512.0	supernatant	mm	12.0	24.0	s00441	s00317	s00564	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
525	20180629.0	supernatant	mm	24.0	25.0	s01661	s01479	s01291	c0199	Bacteroides thetaiotaomicron 8702	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	8702	
526	20180629.0	supernatant	mm	24.0	25.0	s01662	s01480	s01292	c0199	Bacteroides thetaiotaomicron 8702	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	8702	
527	20180629.0	supernatant	mm	24.0	25.0	s01663	s01481	s01293	c0199	Bacteroides thetaiotaomicron 8702	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	8702	
528	20180629.0	supernatant	mm	24.0	25.0	s01568	s01386	s01198	c0160	Bacteroides cellulosilyticus CL02T12C19 BEI HM-726	Bacteroides cellulosilyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus	CL02T12C19	
529	20180629.0	supernatant	mm	24.0	25.0	s01569	s01387	s01199	c0160	Bacteroides cellulosilyticus CL02T12C19 BEI HM-726	Bacteroides cellulosilyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus	CL02T12C19	
530	20180629.0	supernatant	mm	24.0	25.0	s01570	s01388	s01200	c0160	Bacteroides cellulosilyticus CL02T12C19 BEI HM-726	Bacteroides cellulosilyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus	CL02T12C19	
531	20180716.0	supernatant	mm	16.0	29.0	s01808	s01930	s02038	c0277	Proteus penneri ATCC 35198	Proteus penneri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Morganellaceae	Proteus	penneri		
532	20180716.0	supernatant	mm	16.0	29.0	s01809	s01931	s02039	c0277	Proteus penneri ATCC 35198	Proteus penneri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Morganellaceae	Proteus	penneri		
533	20180716.0	supernatant	mm	16.0	29.0	s01810	s01932	s02040	c0277	Proteus penneri ATCC 35198	Proteus penneri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Morganellaceae	Proteus	penneri		
534	20180728.0	supernatant	mm	21.0	40.0	s02711	s02515	s02317	c0143	Ruminococcus torques ATCC 27756	Ruminococcus torques	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	torques		
535	20180728.0	supernatant	mm			s02712	s02516	s02318	c0143	Ruminococcus torques ATCC 27756	Ruminococcus torques	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	torques		
536	20180728.0	supernatant	mm			s02713	s02517	s02319	c0143	Ruminococcus torques ATCC 27756	Ruminococcus torques	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	torques		
538	20180728.0	media_blank	pyg_muc			s02818	s02622	s02426												
539	20180728.0	media_blank	pyg_muc			s02819	s02623	s02427												
540	20180728.0	media_blank	pyg_muc			s02820	s02624	s02428												
541	20180720.0	supernatant	mm	12.0	33.75	s02829	s02165	s02088	c0149	Streptococcus parasanguinis CC87K BEI HM-1060	Streptococcus parasanguinis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis	CC87K	
542	20180629.0	supernatant	mm	24.0	25.0	s01607	s01425	s01237	c0179	Bacteroides fragilis CL03T12C07 BEI HM-714	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL03T12C07	
543	20180629.0	supernatant	mm	24.0	25.0	s01608	s01426	s01238	c0179	Bacteroides fragilis CL03T12C07 BEI HM-714	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL03T12C07	
544	20180629.0	supernatant	mm	24.0	25.0	s01609	s01427	s01239	c0179	Bacteroides fragilis CL03T12C07 BEI HM-714	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	CL03T12C07	
545	20181030.0	supernatant	mm	12.0	30.0	s03026	s03127	s02925	c0043	Clostridium cadaveris CC88A BEI HM-1041	Clostridium cadaveris	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	cadaveris	CC88A	
546	20180618.0	supernatant	mm	12.0	24.0	s00919	s00747	s01082	c0045	Clostridium citroniae WAL-17108 BEI HM-315	Clostridium citroniae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	citroniae	WAL-17108	
547	20180618.0	supernatant	mm	12.0	24.0	s00920	s00748	s01083	c0045	Clostridium citroniae WAL-17108 BEI HM-315	Clostridium citroniae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	citroniae	WAL-17108	
548	20180618.0	supernatant	mm	12.0	24.0	s00921	s00749	s01084	c0045	Clostridium citroniae WAL-17108 BEI HM-315	Clostridium citroniae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	citroniae	WAL-17108	
552	20180728.0	supernatant	mm	21.0	40.0	s02635	s02439	s02241	c0244	Bifidobacterium breve DSMZ 20213	Bifidobacterium breve	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve		
553	20180728.0	supernatant	mm			s02636	s02440	s02242	c0244	Bifidobacterium breve DSMZ 20213	Bifidobacterium breve	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve		
554	20180728.0	supernatant	mm			s02637	s02441	s02243	c0244	Bifidobacterium breve DSMZ 20213	Bifidobacterium breve	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve		
555	20180618.0	supernatant	mm	12.0	24.0	s00874	s00700	s01037	c0009	Anaerostipes sp. 3_2_56FAA BEI HM-220 904a	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904a
556	20180618.0	supernatant	mm	12.0	24.0	s00875	s00701	s01038	c0009	Anaerostipes sp. 3_2_56FAA BEI HM-220 904a	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904a
557	20180618.0	supernatant	mm	12.0	24.0	s00876	s00702	s01039	c0009	Anaerostipes sp. 3_2_56FAA BEI HM-220 904a	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904a
558	20180512.0	supernatant	mm	12.0	24.0	s00466	s00342	s00589	c0047	Clostridium clostridioforme WAL-7855 BEI HM-317	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	WAL-7855	
559	20180512.0	supernatant	mm	12.0	24.0	s00467	s00343	s00590	c0047	Clostridium clostridioforme WAL-7855 BEI HM-317	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	WAL-7855	
560	20180512.0	supernatant	mm	12.0	24.0	s00468	s00344	s00591	c0047	Clostridium clostridioforme WAL-7855 BEI HM-317	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	WAL-7855	
561	20180512.0	supernatant	mm	12.0	24.0	s00469	s00345	s00592	c0047	Clostridium clostridioforme WAL-7855 BEI HM-317	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	WAL-7855	
562	20180512.0	supernatant	mm	12.0	24.0	s00470	s00346	s00593	c0047	Clostridium clostridioforme WAL-7855 BEI HM-317	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	WAL-7855	
563	20180728.0	media_blank	tsab	21.0	40.0	s02653	s02457	s02259												
564	20180728.0	media_blank	tsab			s02654	s02458	s02260												
565	20180728.0	media_blank	tsab			s02655		s02261												
573	20181030.0	supernatant	mm	12.0	30.0	s03015	s03116	s02914	c0080	Coprococcus sp. HPP0048 BEI HM-794	Coprococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		HPP0048	
574	20180629.0	supernatant	mm	24.0	25.0	s01685	s01518	s01315	c0211	Bacteroides vulgatus ATCC 8482	Bacteroides vulgatus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus		
575	20180629.0	supernatant	mm	24.0	25.0	s01686	s01519	s01316	c0211	Bacteroides vulgatus ATCC 8482	Bacteroides vulgatus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus		
