	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s01719			4934.0			6925.0		1352958		320756.0		21480138	44614.0	4716.0			38017.0		11616703.0	1162.0	11753.0		204735.0	467585	71319.0			254614		4279166	34224.0	11020617					1375.0		257934	1327.0			799673.0	68108.0		9385.0	13674.0	592065	573121.0					6987635.0	17078.0	0.0			16204.0	1446235.0				16397.0	32830.0	35661.0		11626.0	7391	2357.0			500293.0		3678.0		23214.0		589072.0			890010.0		0.0	76194.0	26244.0		11396.0		811908.0		49125.0			5242.0	6707.0	4306.0	31978.0		15428.0		27733.0	598064.0	27088.0	1196019	379517.0			10180095.0		5908.0					48629.0				15710.0	6908.0			21535.0	10719.0	214144.0	40462		5504.0	38994.0	4665113.0	52719604.0	9620.0				21863.0			2165.0		59890.0			3200.0			1834.0			45897.0							6487776		17542.0		1648.0		4483.0				13673	134.0	18182			10797.0					321582.0		10724.0			11244	29166.0				21468.0				6647.0			113984.0		6490.0	4268.0					2567.0			7807.0		69185.0		964.0	979.0	2079.0	12554.0		4449.0	11991.0	4309.0							1539.0	13838.0		5495.0			47486.0	0.0	22882.0	3555.0	24900.0	259650.0				35051.0		5696.0			83231.0					131981.0		2964.0		5512.0		154270.0							8180	138482.0	6912156.0	17587.0			399.0	40761		291515	537602	415819.0	163770.0	1072650	758430.0	147995	2145835	1198823	397492	252092.0		124394.0	300267.0	151726.0	90228.0
s01593			2724.0			10398.0		2027228		1289252.0		1851225	762841.0	51246.0			0.0		4073432.0	0.0	2617.0		14430.0	25700	67633.0			74205		5445497	3840.0	137887					27135.0		163741	75835.0			68646.0	4326.0		17294.0	13965.0	27525	746855.0					4453634.0	27957.0	97.0			5347.0	40699.0				38038.0	57428.0	4723.0		4228.0	14899	4563.0			607480.0		19392.0		4474.0		1880.0			1026042.0		30629.0	101297.0	29893.0		21020.0		1166855.0		2074.0			38176.0	6372.0	46626.0	15798.0		16284.0		25101.0	93030.0	6598.0	1509132	875321.0			471781.0		2668.0					71184.0				40428.0	28557.0			14924.0	21049.0	271168.0	24933		2777.0	19497.0	97486.0	2092406.0	3826.0				30510.0			16704.0		106456.0			0.0			228193.0			383.0							251588		15408.0		560651.0		10906.0				104416	5863176.0	29840			3260.0					20790.0		9398.0			29851	50694.0				36708.0				13772.0			33741.0		14025.0	5278.0					1558428.0			13108.0		25908.0		622.0	485.0	642.0	12329.0		292.0	6156.0	5003.0							3125.0	6197.0		471.0			10152.0	808.0	5295.0	3823.0	26205.0	245959.0				2924.0		13156.0			106209.0					650605.0		9650.0		2779.0		388959.0							7578	4305.0	7662614.0	16048.0			301.0	51177		484264	881103	1322425.0	321739.0	1807071	1122061.0	219409	2789041	1462389	935659	249756.0		135012.0	198853.0	169649.0	95211.0
s01617			3485.0			11525.0		1446296		357092.0		18931014	91019.0	4382.0			30252.0		14248444.0	3030.0	16627.0		240611.0	396637	77831.0			281912		4676784	40554.0	16022500					1290.0		242833	1249.0			812063.0	52464.0		10436.0	14155.0	885235	612066.0					7338530.0	24190.0	0.0			12812.0	1527252.0				22447.0	36470.0	38228.0		2853.0	5910	8267.0			695971.0		4644.0		15551.0		680065.0			1070847.0		0.0	93337.0	32069.0		19038.0		938030.0		35951.0			5013.0	7494.0	5318.0	23037.0		15658.0		18981.0	593683.0	56600.0	1474811	533566.0			14518003.0		7433.0					70542.0				23118.0	13312.0			20723.0	15179.0	224524.0	45878		7778.0	57067.0	4872019.0	64317216.0	14581.0				26045.0			2381.0		78199.0			2834.0			1249.0			40138.0							10654767		13388.0		712.0		27298.0				18265	0.0	25946			23238.0					213618.0		9261.0			12371	49342.0				27204.0				8310.0			43475.0		9006.0	4821.0					500307.0			9025.0		43566.0		25397.0	3935.0	2888.0	15106.0		2992.0	19072.0	7203.0							316.0	35710.0		27939.0			106110.0	1061.0	47860.0	8996.0	35099.0	243235.0				3267.0		12621.0			99806.0					24346.0		1734.0		3545.0		84296.0							57770	197752.0	7193846.0	15934.0			1449.0	43368		314174	597593	407245.0	162227.0	1041416	833419.0	172008	2392122	1352866	726610	253165.0		133358.0	135184.0	181917.0	134368.0
s01675			4395.0			7863.0		1418718		313303.0		21658486	53493.0	6102.0			40398.0		10580280.0	1910.0	12224.0		202033.0	488898	69618.0			259477		4797256	35224.0	8084338					1539.0		273090	1203.0			845681.0	73026.0		9037.0	15011.0	661526	592093.0					7149794.0	17046.0	0.0			10741.0	1390639.0				26651.0	33120.0	38947.0		21285.0	2297	2370.0			492982.0		1572.0		26638.0		780644.0			874182.0		0.0	86794.0	22103.0		13608.0		822906.0		93644.0			5054.0	7077.0	2019.0	19903.0		14791.0		19590.0	616886.0	21801.0	1170839	397798.0			11065838.0		7799.0					51194.0				15282.0	6426.0			12590.0	11907.0	206358.0	36050		6207.0	55332.0	4427632.0	36023944.0	9435.0				22550.0			3100.0		57983.0			3741.0			2473.0			37595.0							6696930		18507.0		348.0		1203.0				14978	0.0	5596			13499.0					316342.0		6297.0			9088	31518.0				23134.0				6515.0			82451.0		6494.0	3887.0					163142.0			6701.0		43802.0		3341.0	310.0	962.0	15085.0		5754.0	14113.0	4813.0							837.0	12721.0		7932.0			46935.0	2425.0	34126.0	268.0	22561.0	294689.0				31719.0		2967.0			96930.0					141896.0		3547.0		7706.0		166096.0							36678	142578.0	7915768.0	15530.0			490.0	45191		317473	613321	430502.0	278722.0	551509	821478.0	145889	2133900	1235323	617836	247981.0		129030.0	225768.0	146128.0	89792.0
s01596			2464.0			10911.0		1689144		458208.0		19401864	63573.0	12914.0			25894.0		16920986.0	2973.0	12424.0		249163.0	667911	86742.0			413403		4843594	42181.0	13621619					1383.0		294829	1141.0			1858841.0	88591.0		11267.0	13184.0	1050929	736188.0					7876934.0	29462.0	0.0			10375.0	1686228.0				25186.0	43339.0	49025.0		9038.0	4856	8659.0			642492.0		5940.0		15919.0		797018.0			1479546.0		0.0	105000.0	30937.0		18754.0		986720.0		86888.0			3099.0	7297.0	3343.0	19158.0		17913.0		22129.0	769259.0	98321.0	1756594	435169.0			16974534.0		16060.0					70413.0				13168.0	11617.0			19564.0	7832.0	217258.0	56425		6805.0	39383.0	4845356.0	66345100.0	13181.0				36250.0			2104.0		88647.0			9460.0			611.0			49884.0							12123870		14075.0		4520.0		3762.0				18174	2879.0	24411			17168.0					122718.0		5827.0			8989	43347.0				30773.0				7415.0			32338.0		8873.0	3428.0					672045.0			10272.0		42611.0		4101.0	2200.0	2865.0	20245.0		2998.0	21274.0	6701.0							16.0	56727.0		8535.0			43806.0	3803.0	30332.0	4759.0	35453.0	290405.0				3858.0		6196.0			97933.0					29515.0		1288.0		5898.0		79361.0							66913	29945.0	7771728.0	30982.0			246.0	40294		303820	625798	400051.0	306232.0	985590	854319.0	180681	2324337	1362681	716099	255597.0		133337.0	321374.0	178670.0	129644.0
s01658			6746.0			8226.0		1377035		381494.0		26013686	50082.0	9868.0			61360.0		13097852.0	4092.0	23006.0		205075.0	470563	68918.0			266522		4382026	37242.0	12173974					1959.0		255232	520.0			777478.0	61337.0		9605.0	12267.0	999702	581361.0					7095993.0	19735.0	0.0			18558.0	1531378.0				28150.0	28207.0	47418.0		0.0	8236	2990.0			611848.0		2139.0		23337.0		624239.0			1192144.0		0.0	86049.0	30867.0		13773.0		909612.0		27600.0			4898.0	6344.0	3831.0	32370.0		14680.0		20061.0	665432.0	35436.0	1212447	552781.0			11760096.0		8704.0					50987.0				15022.0	6958.0			26019.0	10403.0	217752.0	59384		6512.0	39331.0	5191246.0	58430280.0	9865.0				22389.0			4790.0		62746.0			2258.0			1099.0			45777.0							7556880		18781.0		2360.0		8559.0				14863	0.0	28149			13327.0					366994.0		13033.0			8115	32120.0				24573.0				6182.0			109383.0		7280.0	4190.0					5054.0			6521.0		70631.0		9123.0	5678.0	2069.0	13868.0		3333.0	11082.0	54103.0							948.0	14060.0		25583.0			45658.0	1650.0	28271.0	342.0	31927.0	317810.0				94003.0		25511.0			99848.0					148595.0		4540.0		3867.0		227265.0							13060	195061.0	6471464.0	18570.0			346.0	43041		336043	592126	410337.0	292838.0	1044159	777610.0	145134	2189660	1226154	396347	246915.0		125512.0	167920.0	149631.0	98466.0
s01636			3820.0			14410.0		1600061		373250.0		21534516	28704.0	23735.0			65322.0		12301484.0	4516.0	17693.0		213355.0	491230	72954.0			282666		4988083	38376.0	9193176					1798.0		285545	668.0			616167.0	76785.0		9636.0	14982.0	852105	621871.0					7776487.0	19256.0	0.0			20110.0	1467095.0				18696.0	31306.0	45556.0		0.0	8111	5004.0			591562.0		2205.0		27131.0		1365443.0			1094665.0		0.0	77487.0	30656.0		13020.0		850042.0		27065.0			4313.0	8014.0	3577.0	24946.0		14842.0		23253.0	487263.0	66670.0	1195092	534342.0			10867280.0		4394.0					50044.0				11616.0	7433.0			25050.0	10113.0	244405.0	62928		6470.0	48082.0	4236027.0	54631828.0	9446.0				22219.0			2358.0		61967.0			1377.0			1769.0			43111.0							6690304		19810.0		1357.0		8396.0				17235	0.0	29158			14616.0					276976.0		14641.0			6343	37186.0				23377.0				7191.0			97645.0		7197.0	4225.0					1787.0			7953.0		59758.0		4889.0	6114.0	2581.0	14268.0		1338.0	10425.0	5244.0							758.0	23824.0		4048.0			46087.0	1490.0	21688.0	4185.0	14159.0	291853.0				61522.0		15360.0			122239.0					153436.0		2381.0		8308.0		181223.0							10046	174854.0	6959735.0	25312.0			396.0	51143		333768	617563	432287.0	304638.0	1067699	807963.0	151061	2048560	1223906	486612	243440.0		145533.0	344904.0	163861.0	105393.0
s01577			0.0			13303.0		1631332		388946.0		26914842	61436.0	20765.0			17369.0		15152116.0	1832.0	24356.0		316527.0	464404	84373.0			400403		6666934	56963.0	17169652					1532.0		279734	1453.0			1087533.0	79523.0		11555.0	14533.0	596787	712582.0					8740376.0	29841.0	0.0			14305.0	1467402.0				28479.0	33421.0	22726.0		0.0	8490	13225.0			663458.0		55390.0		1486.0		6336.0			5464862.0		0.0	178287.0	34871.0		15242.0		936830.0		51935.0			3317.0	8392.0	8719.0	22054.0		17099.0		20355.0	718509.0	33895.0	1604189	621507.0			14683054.0		20996.0					69858.0				16798.0	11932.0			34170.0	12700.0	250925.0	49362		6688.0	39629.0	4810391.0	53787108.0	11850.0				34394.0			5141.0		69578.0			2288.0			5665.0			45605.0							8549200		12338.0		2388.0		21508.0				29913	366.0	35671			24609.0					158206.0		10983.0			14383	50553.0				26944.0				8318.0			70507.0		9532.0	5998.0					156785.0			7332.0		45647.0		311.0	31893.0	7109.0	11315.0		739.0	20621.0	3731.0							1606.0	19800.0		53026.0			33577.0	10434.0	19001.0	18213.0	26280.0	255491.0				4424.0		9120.0			144269.0					23144.0		538.0		1743.0		49573.0							41146	86007.0	7815603.0	17643.0			119.0	49879		312831	680269	469865.0	312079.0	1097856	886590.0	180262	2085989	1269114	586558	232284.0		124233.0	153069.0	158089.0	107257.0
s01592			2238.0			9757.0		2168579		1241347.0		1780569	772106.0	51052.0			0.0		4000918.0	0.0	3704.0		14909.0	29235	65827.0			83918		5378649	4733.0	185660					25191.0		177407	73101.0			87155.0	6251.0		16301.0	12434.0	52295	747234.0					4535580.0	24651.0	409.0			5917.0	57554.0				38745.0	61598.0	6301.0		3319.0	15095	4395.0			589921.0		21096.0		5883.0		4788.0			1015744.0		32413.0	92351.0	29300.0		20453.0		1152847.0		944.0			41433.0	6998.0	40643.0	15918.0		15600.0		24639.0	114380.0	8023.0	1463996	831352.0			569249.0		1063.0					70863.0				39666.0	28112.0			14917.0	21543.0	284878.0	26542		3955.0	20270.0	128299.0	2593898.0	3805.0				29772.0			16621.0		103244.0			175.0			241263.0			0.0							303023		13718.0		516367.0		9907.0				181847	5900664.0	23203			4067.0					34274.0		10167.0			32355	51788.0				36635.0				13871.0			15707.0		13608.0	6081.0					1493780.0			11335.0		26783.0		763.0	833.0	1089.0	14665.0		764.0	13565.0	6319.0							2453.0	4100.0		746.0			7530.0	218.0	5339.0	2704.0	13563.0	305223.0				3420.0		3809.0			98339.0					631405.0		11525.0		1177.0		380478.0							10194	4410.0	7315374.0	29496.0			116.0	53439		476847	908045	1318966.0	327755.0	1889176	1152602.0	239254	2798875	1520599	973896	250359.0		137260.0	277161.0	171845.0	91928.0
s01643			6012.0			10993.0		1613039		339650.0		23739046	51829.0	21415.0			55984.0		13099457.0	3286.0	12188.0		224686.0	564602	68458.0			271455		4902657	37206.0	8922936					1498.0		301083	691.0			733437.0	64648.0		8454.0	13531.0	1264686	555875.0					6886565.0	15244.0	0.0			12573.0	1471404.0				22046.0	31281.0	58422.0		7466.0	6252	2525.0			512414.0		3632.0		23960.0		874192.0			1051989.0		0.0	88285.0	24895.0		15077.0		816481.0		56419.0			5719.0	5943.0	2805.0	21521.0		15950.0		17501.0	763767.0	57527.0	1218687	430953.0			12014019.0		10747.0					59802.0				16214.0	7616.0			19334.0	13050.0	217538.0	50500		6461.0	36546.0	4839699.0	56287072.0	11695.0				20545.0			2235.0		61181.0			3915.0			4050.0			45019.0							7954180		20061.0		466.0		3929.0				15210	336.0	15231			15166.0					343570.0		9829.0			9191	35840.0				23764.0				7898.0			46111.0		6489.0	2954.0					276158.0			6786.0		43962.0		16410.0	3644.0	1757.0	14804.0		4554.0	9657.0	5980.0							119.0	11173.0		19580.0			44428.0	2160.0	35295.0	3722.0	18809.0	235142.0				427512.0		11897.0			104824.0					134209.0		819.0		5079.0		195242.0							37643	199641.0	2209910.0	16510.0			605.0	49445		307415	649057	454223.0	307459.0	1112857	884374.0	167506	2310618	1327731	620383	258833.0		136857.0	212291.0	155063.0	61623.0
s01638			1693.0			8675.0		1356726		419095.0		16486374	90308.0	12100.0			38175.0		13817262.0	3017.0	10757.0		216685.0	435997	84811.0			277054		4702620	38825.0	10638987					1127.0		238879	794.0			733467.0	64253.0		9986.0	13834.0	559065	541566.0					6681571.0	17555.0	30.0			8362.0	1469448.0				20858.0	34804.0	40979.0		13201.0	4519	6560.0			505771.0		4982.0		18867.0		598466.0			1505705.0		0.0	129658.0	23071.0		16631.0		886757.0		89827.0			4423.0	6438.0	7978.0	25662.0		14787.0		20097.0	715788.0	50748.0	1419807	381967.0			13732267.0		14810.0					51037.0				21211.0	13520.0			14770.0	5758.0	208345.0	38479		6455.0	70682.0	5475695.0	61271188.0	14988.0				26716.0			2327.0		87921.0			6759.0			1300.0			42214.0							10253179		16770.0		3073.0		28620.0				17556	149.0	20880			16487.0					155396.0		6669.0			9588	43029.0				27306.0				9253.0			73440.0		8283.0	4270.0					5071.0			8359.0		63744.0		5171.0	1558.0	1750.0	17346.0		2013.0	23647.0	6887.0							2201.0	20887.0		1274.0			63236.0	2718.0	8836.0	2335.0	33225.0	274022.0				3378.0		12081.0			70073.0					46653.0		1633.0		3446.0		103613.0							21534	3173.0	8175310.0	29700.0			115.0	43865		315959	607996	435028.0	315557.0	1073362	876008.0	190971	2413043	1403303	742594	247634.0		139117.0	233192.0	177009.0	129310.0
s01679			733.0			11106.0		1407832		394297.0		23080884	55279.0	56507.0			28629.0		13525765.0	489.0	9795.0		218648.0	558767	80346.0			285192		5138332	36190.0	11907640					1207.0		269490	923.0			593764.0	67929.0		9453.0	14095.0	1166489	539627.0					6738415.0	14729.0	0.0			10442.0	1424284.0				24316.0	31673.0	49242.0		17238.0	2078	1545.0			530768.0		56442.0		17130.0		1486858.0			1587729.0		0.0	94091.0	25891.0		15907.0		880870.0		133535.0			5758.0	7750.0	3621.0	19057.0		16591.0		19423.0	643885.0	78871.0	1356325	299642.0			13297136.0		14008.0					56846.0				14777.0	10029.0			13051.0	5634.0	215901.0	25286		5136.0	45933.0	4769356.0	57404100.0	14704.0				26389.0			2481.0		72258.0			4933.0			3626.0			43083.0							9735923		14417.0		1768.0		3307.0				18766	94.0	14825			17988.0					296553.0		5035.0			13074	43234.0				25541.0				8619.0			39752.0		9481.0	5883.0					712093.0			7262.0		36329.0		2132.0	152.0	2227.0	15719.0		4372.0	15051.0	5196.0							808.0	10973.0		4930.0			7210.0	1752.0	14786.0	10799.0	30315.0	284747.0				3126.0		4095.0			96559.0					16184.0		2060.0		99.0		133501.0							56473	38068.0	8543815.0	18470.0			428.0	43705		245891	601683	418387.0	253225.0	1069476	858275.0	156032	2174123	1262854	707550	239547.0		128081.0	251827.0	144553.0	107507.0
s01730			11563.0			1699.0		1610399		68732.0		17260344	542079.0	94720.0			86933.0		9395957.0	4345.0	15620.0		162687.0	479999	54122.0			283916		3925930	32437.0	4947421					1159.0		415323	1436.0			411862.0	83554.0		9005.0	15852.0	57640	605982.0					7110008.0	13851.0	1797.0			20872.0	1246231.0				20764.0	30724.0	15287.0		0.0	10580	3787.0			533784.0		93752.0		28768.0		12927.0			1520739.0		0.0	64973.0	24038.0		9826.0		697919.0		3031.0			3764.0	5895.0	11043.0	32980.0		12255.0		19183.0	394944.0	342223.0	976017	557287.0			8708424.0		543.0					48772.0				5926.0	5702.0			22878.0	4200.0	230547.0	65610		1786.0	43589.0	2801965.0	54057400.0	13277.0				18048.0			4868.0		54243.0			1403.0			1303.0			34434.0							4847274		18104.0		269.0		22944.0				40502	121.0	25183			11152.0					240749.0		19688.0			3616586	39605.0				18960.0				6152.0			19405.0		5795.0	2636.0					3083.0			4835.0		46936.0		96.0	33177.0	23225.0	12580.0		257.0	11165.0	4663.0							1914.0	30549.0		567694.0			56048.0	913.0	113466.0	0.0	27309.0	286990.0				2710.0		25144.0			134836.0					307268.0		11987.0		22059.0		268052.0							6546	173.0	6246234.0	11450.0			678.0	45358		338115	587443	394728.0	159742.0	973457	784033.0	130842	1984236	1145991	462085	244859.0		124892.0	237603.0	158566.0	115235.0
s01672			7130.0			6729.0		1366604		327019.0		22156482	31611.0	4903.0			42041.0		10990739.0	2524.0	14299.0		198562.0	480408	69627.0			254249		4464646	35619.0	7328703					1729.0		269563	629.0			821580.0	66939.0		9624.0	15081.0	519277	586884.0					7250542.0	18478.0	0.0			10825.0	1426749.0				17485.0	30094.0	46626.0		8945.0	4954	2366.0			528690.0		2653.0		24470.0		765446.0			1046347.0		324.0	86621.0	25345.0		14768.0		835082.0		77905.0			4691.0	6860.0	2574.0	23299.0		15200.0		18802.0	578958.0	25747.0	1204328	435060.0			10878988.0		5729.0					51617.0				14919.0	6690.0			15678.0	10513.0	218988.0	41024		6885.0	36859.0	5244312.0	53701076.0	10470.0				21869.0			2448.0		59856.0			1960.0			2360.0			44947.0							6764138		19735.0		3218.0		5311.0				15282	105.0	15460			13339.0					332498.0		12628.0			9947	27665.0				23133.0				7527.0			78147.0		7157.0	5032.0					5964.0			6370.0		58769.0		1137.0	1918.0	3364.0	14039.0		7483.0	9338.0	6278.0							508.0	19266.0		20263.0			48622.0	3927.0	68519.0	0.0	21888.0	286949.0				28845.0		10602.0			100104.0					149040.0		2283.0		7443.0		183311.0							25250	163973.0	8377932.0	11429.0			666.0	45679		296287	593471	420575.0	295784.0	1033444	785069.0	145106	2126086	1200839	541027	247589.0		123899.0	273361.0	146872.0	91052.0
s01720			1681.0			5069.0		1405449		301500.0		21028982	50751.0	7279.0			44740.0		10268488.0	2860.0	11110.0		205614.0	481728	68371.0			245815		4471884	35429.0	7506756					1207.0		266109	1387.0			807659.0	76382.0		9076.0	14433.0	329522	547732.0					6894766.0	16120.0	0.0			10461.0	1400813.0				18463.0	32513.0	33915.0		11717.0	5089	2595.0			472279.0		3613.0		20560.0		664574.0			838230.0		0.0	81566.0	25423.0		12009.0		802078.0		87314.0			4758.0	7273.0	4348.0	26826.0		12673.0		18419.0	605894.0	20964.0	1167389	366030.0			10286857.0		6768.0					47395.0				16194.0	5907.0			15906.0	10605.0	214780.0	41713		5906.0	44297.0	3949857.0	29757052.0	11110.0				23468.0			2160.0		56640.0			4295.0			3148.0			45148.0							6461125		17736.0		4268.0		2795.0				15395	292.0	17546			11336.0					329537.0		8296.0			9825	28969.0				22376.0				6651.0			81771.0		5877.0	5288.0					2709.0			7315.0		62208.0		1921.0	3662.0	1513.0	15255.0		4108.0	11456.0	4040.0							1075.0	12795.0		4268.0			49355.0	3329.0	19972.0	3114.0	23221.0	263457.0				15457.0		5499.0			102252.0					132823.0		2152.0		7770.0		154589.0							11383	140778.0	7859315.0	31477.0			529.0	42879		303482	582720	422757.0	223581.0	618326	762378.0	142989	2142910	1212694	479831	248231.0		123776.0	244207.0	146619.0	90328.0
s01723			13774.0			10764.0		14336		1323799.0		18445080	36718.0	178110.0			159713.0		11525003.0	8120.0	12707.0		157963.0	742437	47044.0			568783		2710536	31013.0	5854304					2232.0		131709	2799.0			440304.0	63578.0		7738.0	16514.0	90848	625670.0					6762790.0	12544.0	19003.0			23102.0	7147.0				27685.0	30134.0	8660.0		0.0	8146	9645.0			456851.0		66159.0		27548.0		199744.0			1335238.0		12604.0	70052.0	26831.0		11557.0		681865.0		11621.0			5469.0	7193.0	4787.0	23329.0		13743.0		17745.0	549271.0	245108.0	1114736	1875.0			11088246.0		0.0					55978.0				6756.0	5791.0			25582.0	4452.0	233022.0	104086		5282.0	31233.0	5347356.0	51804484.0	6059.0				20939.0			4517.0		53671.0			786.0			49.0			53894.0							6405980		28019.0		4013.0		17991.0				4758	572.0	24601			18363.0					194420.0		15737.0			5361	23328.0				20302.0				6440.0			62659.0		5600.0	3711.0					1517.0			6559.0		54322.0		749.0	35615.0	31770.0	14092.0		216.0	18826.0	6457.0							1543.0	2470806.0		240368.0			3674.0	16004.0	151977.0	1770.0	18764.0	98976.0				2753.0		23091.0			105790.0					286116.0		5419.0		22640.0		276721.0							16173	3903.0	4575720.0	11126.0			671.0	47815		308416	584273	345211.0	271127.0	978386	714730.0	128645	1968651	1103342	496294	253291.0		122732.0	269633.0	139816.0	69938.0
